date,up1,up2,up3,up4,up5,y
2021-12-04,0,0,0,0,0,0
2021-12-05,0,0,0,0,0,0
2021-12-06,0,0,0,0,0,0
2021-12-07,0,0,0,0,0,0
2021-12-08,0,0,0,0,0,0
2021-12-09,0,0,0,0,0,0
2021-12-10,0,0,0,0,0,0
2021-12-11,0,0,0,0,0,0
2021-12-12,0,0,0,0,0,0
2021-12-13,0,0,0,0,0,0
2021-12-14,0,0,0,0,0,0
2021-12-15,0,0,0,0,0,0
2021-12-16,0,0,0,0,0,0
2021-12-17,0,0,0,0,0,0
2021-12-18,0,0,0,0,0,0
2021-12-19,0,0,0,0,0,0
2021-12-20,0,0,0,0,0,0
2021-12-21,0,0,0,0,0,0
2021-12-22,0,0,0,0,0,0
2021-12-23,0,0,0,0,0,0
2021-12-24,0,0,0,0,0,0
2021-12-25,0,0,0,0,0,0
2021-12-26,0,0,0,0,0,0
2021-12-27,0,0,0,0,0,0
2021-12-28,0,0,0,0,0,0
2021-12-29,0,0,0,0,0,0
2021-12-30,0,0,0,0,0,0
2021-12-31,0,0,0,0,0,0
2022-01-01,0,0,0,0,0,0
2022-01-02,0,0,0,0,0,0
2022-01-03,0,0,0,0,0,0
2022-01-04,0,0,0,0,0,0
2022-01-05,0,0,0,0,0,0
2022-01-06,0,0,0,0,0,0
2022-01-07,0,0,0,0,0,0
2022-01-08,0,0,0,0,0,0
2022-01-09,0,0,0,0,0,0
2022-01-10,0,0,0,0,0,0
2022-01-11,0,0,0,0,0,0
2022-01-12,0,0,0,0,0,0
2022-01-13,0,0,0,0,0,0
2022-01-14,0,0,0,0,0,0
2022-01-15,0,0,0,0,0,0
2022-01-16,0,0,0,0,0,0
2022-01-17,0,0,0,0,0,0
2022-01-18,0,0,0,0,0,0
2022-01-19,0,0,0,0,0,0
2022-01-20,0,0,0,0,0,0
2022-01-21,0,0,0,0,0,0
2022-01-22,0,0,0,0,0,0
2022-01-23,0,0,0,0,0,0
2022-01-24,0,0,0,0,0,0
2022-01-25,0,0,0,0,0,0
2022-01-26,0,0,0,0,0,0
2022-01-27,0,0,0,0,0,0
2022-01-28,0,0,0,0,0,0
2022-01-29,0,0,0,0,0,0
2022-01-30,0,0,0,0,0,0
2022-01-31,0,0,0,0,0,0
2022-02-01,0,0,0,0,0,0
2022-02-02,0,0,0,0,0,0
2022-02-03,0,0,0,0,0,0
2022-02-04,0,0,0,0,0,0
2022-02-05,0,0,0,0,0,0
2022-02-06,0,0,0,0,0,0
2022-02-07,0,0,0,0,0,0
2022-02-08,0,0,0,0,0,0
2022-02-09,0,0,0,0,0,0
2022-02-10,0,0,0,0,0,0
2022-02-11,0,0,0,0,0,0
2022-02-12,0,0,0,0,0,0
2022-02-13,0,0,0,0,0,0
2022-02-14,0,0,0,0,0,0
2022-02-15,0,0,0,0,0,0
2022-02-16,0,0,0,0,0,0
2022-02-17,0,0,0,0,0,0
2022-02-18,0,0,0,0,0,0
2022-02-19,0,0,0,0,0,0
2022-02-20,0,0,0,0,0,0
2022-02-21,0,0,0,0,0,0
2022-02-22,0,0,0,0,0,0
2022-02-23,0,0,0,0,0,0
2022-02-24,0,0,0,0,0,0
2022-02-25,0,0,0,0,0,0
2022-02-26,0,0,0,0,0,0
2022-02-27,0,0,0,0,0,0
2022-02-28,0,0,0,0,0,0
2022-03-01,0,0,0,0,0,0
2022-03-02,0,0,0,0,0,0
2022-03-03,0,0,0,0,0,0
2022-03-04,0,0,0,0,0,0
2022-03-05,0,0,0,0,0,0
2022-03-06,0,0,0,0,0,0
2022-03-07,0,0,0,0,0,0
2022-03-08,0,0,0,0,0,0
2022-03-09,0,0,0,0,0,0
2022-03-10,0,0,0,0,0,0
2022-03-11,0,0,0,0,0,0
2022-03-12,0,0,0,0,0,0
2022-03-13,0,0,0,0,0,0
2022-03-14,0,0,0,0,0,0
2022-03-15,0,0,0,0,0,0
2022-03-16,0,0,0,0,0,0
2022-03-17,0,0,0,0,0,0
2022-03-18,0,0,0,0,0,0
2022-03-19,0,0,0,0,0,0
2022-03-20,0,0,0,0,0,0
2022-03-21,0,0,0,0,0,0
2022-03-22,0,0,0,0,0,0
2022-03-23,0,0,0,0,0,0
2022-03-24,0,0,0,0,0,0
2022-03-25,0,0,0,0,0,0
2022-03-26,0,0,0,0,0,0
2022-03-27,0,0,0,0,0,0
2022-03-28,0,0,0,0,0,0
2022-03-29,0,0,0,0,0,0
2022-03-30,0,0,0,0,0,0
2022-03-31,0,0,0,0,0,0
2022-04-01,0,0,0,0,0,0
2022-04-02,0,0,0,0,0,0
2022-04-03,0,0,0,0,0,0
2022-04-04,0,0,0,0,0,0
2022-04-05,0,0,0,0,0,0
2022-04-06,0,0,0,0,0,0
2022-04-07,0,0,0,0,0,0
2022-04-08,0,0,0,0,0,0
2022-04-09,0,0,0,0,0,0
2022-04-10,0,0,0,0,0,0
2022-04-11,#N/A,#N/A,#N/A,#N/A,#N/A,43.82105263
2022-04-12,#N/A,#N/A,#N/A,#N/A,#N/A,51.21333333
2022-04-13,#N/A,#N/A,#N/A,#N/A,#N/A,64.85333333
2022-04-14,19.01847134,3.703821656,1.779642857,6.423107143,6.423107143,#N/A
2022-04-15,14.25538462,3.723076923,1.130769231,5.502307692,5.502307692,38.38787879
2022-04-16,9.203333333,2.76,0.986419753,4.031234568,4.031234568,#N/A
2022-04-17,13.35,3.861111111,1.167816092,4.897643678,4.897643678,#N/A
2022-04-18,12.30338983,3.396648045,1.089570552,4.837852761,4.837852761,49.07333333
2022-04-19,#N/A,#N/A,#N/A,#N/A,#N/A,54.34074074
2022-04-20,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2022-04-21,15.16333333,3.408333333,1.117391304,5.340695652,5.340695652,62.26666667
2022-04-22,#N/A,#N/A,#N/A,#N/A,#N/A,74.95833333
2022-04-23,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2022-04-24,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2022-04-25,#N/A,#N/A,#N/A,#N/A,#N/A,65.63333333
2022-04-26,#N/A,#N/A,#N/A,#N/A,#N/A,80.21111111
2022-04-27,#N/A,#N/A,#N/A,#N/A,#N/A,66.20606061
2022-04-28,20.68729097,4.183946488,2.132142857,7.024357143,7.024357143,#N/A
2022-04-29,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2022-04-30,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2022-05-01,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2022-05-02,13.94916667,3.666666667,1.394673913,5.845869565,5.845869565,83.32463768
2022-05-03,15.12848485,3.751515152,1.431446541,5.373987421,5.373987421,115.6296296
2022-05-04,18.63333333,3.933333333,2.363333333,6.557,6.557,85.08
2022-05-05,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2022-05-06,#N/A,#N/A,#N/A,#N/A,#N/A,76.79393939
2022-05-07,15.81291866,3.680861244,1.471364764,5.573285372,5.573285372,#N/A
2022-05-08,15.59066667,3.773333333,1.241333333,5.327333333,5.327333333,#N/A
2022-05-09,#N/A,#N/A,#N/A,#N/A,#N/A,93.57407407
2022-05-10,#N/A,#N/A,#N/A,#N/A,#N/A,69.04848485
2022-05-11,#N/A,#N/A,#N/A,#N/A,#N/A,79.29777778
2022-05-12,#N/A,#N/A,#N/A,#N/A,#N/A,98.95192308
2022-05-13,#N/A,#N/A,#N/A,#N/A,#N/A,72.11666667
2022-05-14,24.98173077,4.673076923,2.055144231,7.385721154,7.385721154,#N/A
2022-05-15,30.27085202,4.735426009,2.515246637,8.358757848,8.358757848,#N/A
2022-05-16,21.30067114,4.087248322,2.055797101,6.619057971,6.619057971,78.39393939
2022-05-17,#N/A,#N/A,#N/A,#N/A,#N/A,72.25797101
2022-05-18,23.06604938,4.135802469,1.743382353,5.722866667,5.722866667,87.91111111
2022-05-19,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2022-05-20,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2022-05-21,26.26383929,4.647321429,2.104054054,7.354486486,7.354486486,#N/A
2022-05-22,26.84123711,4.675257732,1.931382979,6.977180851,6.977180851,#N/A
2022-05-23,#N/A,#N/A,#N/A,#N/A,#N/A,66.01020408
2022-05-24,#N/A,#N/A,#N/A,#N/A,#N/A,63.13712375
2022-05-25,#N/A,#N/A,#N/A,#N/A,#N/A,64.31428571
2022-05-26,#N/A,#N/A,#N/A,#N/A,#N/A,59.7047619
2022-05-27,#N/A,#N/A,#N/A,#N/A,#N/A,93.66666667
2022-05-28,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2022-05-29,35.8015748,5.480314961,3.094179894,10.08962963,10.08962963,#N/A
2022-05-30,43.80666667,5.783333333,4.627,11.191175,11.191175,#N/A
2022-05-31,36.55810811,5.445945946,3.131081081,9.317432432,9.317432432,44.29251701
2022-06-01,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2022-06-02,#N/A,#N/A,#N/A,#N/A,#N/A,39.18338109
2022-06-03,#N/A,#N/A,#N/A,#N/A,#N/A,52.17117117
2022-06-04,34.3882716,5.012345679,2.789506173,8.540061728,8.540061728,#N/A
2022-06-05,41.15528455,5.818428184,3.498907104,10.30483607,10.30483607,#N/A
2022-06-06,44.75,6.166666667,3.44,9.986666667,9.986666667,#N/A
2022-06-07,#N/A,#N/A,#N/A,#N/A,#N/A,37.53680982
2022-06-08,#N/A,#N/A,#N/A,#N/A,#N/A,34.25888325
